,Unnamed: 0,Unnamed: 0.1,UNIQUEKEY,APPLICATIONTYPE,APPLICATIONTYPE.1,APPLICATIONSTARTDATE,WORKTYPE,WORKTYPEDESCRIPTION,APPLICATIONFINALIZEDDATE,PARKINGMETERPOSTINGORBAGGING,XCOORDINATE,YCOORDINATE,LATITUDE,LONGITUDE,LOCATION,STREETCLOSURE,STREETNUMBERFROM,STREETNUMBERTO,DIRECTION,STREETNAME
114979,456107,456107,45750716510,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1137053.0,1864104.0,41.783249275,-87.773067593,"(41.783249275391725, -87.77306759250618)",Full,6000.0,6099.0,S,MCVICKER
115056,456361,456361,46077420001,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1165248.0,1893823.0,41.864249436,-87.66885456,"(41.86424943609486, -87.66885455994598)",Full,1700.0,1799.0,W,HASTINGS
115063,456413,456413,61632470568,DOT_OCC,DOT_OCC,12/22/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1166328.0,1925486.0,41.951112529,-87.663982089,"(41.95111252904561, -87.66398208917064)",Partial,3811.0,3811.0,N,SOUTHPORT
115076,456469,456469,5970202820,DOT_OCC,DOT_OCC,05/03/2015,StClosure,Street Closure,05/09/2015,,1193642.0,1851029.0,41.746168743,-87.566025523,"(41.74616874320151, -87.56602552287302)",Full,2401.0,2499.0,E,82ND
115108,456622,456622,45720816190,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1169567.0,1855426.0,41.75879087,-87.65411147200001,"(41.758790870254956, -87.65411147228578)",Full,1200.0,1299.0,W,74TH
115116,456654,456654,613005242947,DOT_PWO,DOT_PWO,12/10/2015,GenOpening,Opening in the Public Way,,,1144716.0,1917510.0,41.929660625,-87.74363034,"(41.92966062520735, -87.74363033967096)",Curblane,4642.0,4642.0,W,SCHUBERT
115128,456691,456691,45689915880,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1152934.0,1915774.0,41.924737284,-87.713476519,"(41.92473728430141, -87.71347651944599)",Full,2400.0,2453.0,N,BERNARD
115192,456903,456903,615715244442,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1176453.0,1837362.0,41.70906898,-87.629416464,"(41.70906897966702, -87.62941646362904)",Sidewalk,10157.0,10157.0,S,YALE
115214,456973,456973,46052219728,DOT_SE,DOT_SE,07/30/2015,BlockParty,Block Party,07/31/2015,,1157370.0,1875960.0,41.815395344,-87.698259221,"(41.8153953441998, -87.69825922103459)",Full,4300.0,4399.0,S,RICHMOND
115244,457088,457088,45816017175,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1140177.0,1903476.0,41.891232963,-87.760652548,"(41.89123296345224, -87.76065254823264)",Full,600.0,699.0,N,LONG
115248,457110,457110,45937318485,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1143188.0,1911476.0,41.913130774,-87.7493932,"(41.91313077403552, -87.74939320003696)",Full,4901.0,4999.0,W,BLOOMINGDALE
115315,457395,457395,617036245067,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1152632.0,1926512.0,41.954209845,-87.714299175,"(41.9542098451722, -87.71429917531299)",Curblane,4010.0,4027.0,N,BERNARD
115387,457676,457676,45894918042,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1161110.0,1873825.0,41.809460226999995,-87.684597972,"(41.80946022723592, -87.6845979716887)",Full,2400.0,2599.0,W,46TH
115421,457772,457772,45902418118,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1164009.0,1840930.0,41.719131559000004,-87.674887111,"(41.71913155924879, -87.67488711146984)",Full,9600.0,9699.0,S,HOYNE
115488,458008,458008,45865917717,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1130037.0,1923863.0,41.947357915,-87.79742450299999,"(41.94735791475421, -87.79742450271651)",Full,3700.0,3799.0,N,NEWCASTLE
115509,458105,458105,45798416993,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1154685.0,1913499.0,41.918459502,-87.707101291,"(41.918459502380784, -87.7071012912696)",Full,3200.0,3299.0,W,MCLEAN
115524,458170,458170,614884244183,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1173602.0,1904456.0,41.893246476,-87.6378703,"(41.8932464758799, -87.6378702999609)",Sidewalk,358.0,358.0,W,ONTARIO
115536,458218,458218,615574244368,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1170525.0,1915536.0,41.923718543,-87.64884674700001,"(41.923718543144886, -87.64884674732178)",Sidewalk,2300.0,2402.0,N,HALSTED
115541,458236,458236,61569470428,DOT_OCC,DOT_OCC,12/22/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1180015.0,1903688.0,41.890992439,-87.61434268100002,"(41.890992438530134, -87.61434268073403)",Partial,498.0,520.0,N,LAKE SHORE
115564,458332,458332,46123320498,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1143267.0,1933101.0,41.972470476999995,-87.74856310700001,"(41.972470477315284, -87.7485631070951)",Full,4815.0,4859.0,W,WINNEMAC
115574,458371,458371,46188021199,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1161634.0,1832311.0,41.695527514,-87.683824845,"(41.69552751413624, -87.68382484508692)",Full,2500.0,2599.0,W,109TH
115579,458377,458377,45765216655,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1150181.0,1905810.0,41.897451098000005,-87.72384997299999,"(41.89745109781278, -87.72384997271115)",Full,900.0,999.0,N,SPRINGFIELD
115589,458418,458418,45973518863,DOT_SE,DOT_SE,07/17/2015,BlockParty,Block Party,07/18/2015,,1163272.0,1891773.0,41.858665898000005,-87.67616286799999,"(41.85866589785008, -87.67616286812681)",Full,2000.0,2054.0,W,17TH
115592,458421,458421,61569470429,DOT_OCC,DOT_OCC,12/22/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1180092.0,1903708.0,41.891046046999996,-87.614057769,"(41.89104604744472, -87.61405776896386)",Partial,499.0,521.0,N,LAKE SHORE
115600,458448,458448,61569470430,DOT_OCC,DOT_OCC,12/22/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1180027.0,1904060.0,41.892014399999994,-87.614286792,"(41.8920143998579, -87.61428679177517)",Partial,529.0,601.0,N,LAKE SHORE
115615,458546,458546,46097620220,DOT_SE,DOT_SE,08/10/2015,BlockParty,Block Party,08/11/2015,,1159663.0,1868725.0,41.795493204,-87.690045826,"(41.795493204304364, -87.69004582566139)",Full,5401.0,5459.0,S,TALMAN
115630,458613,458613,45721216209,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1135000.0,1924340.0,41.948581071,-87.779170264,"(41.94858107065617, -87.77917026365174)",Full,6100.0,6199.0,W,WARWICK
115673,458757,458757,45896518058,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1156495.0,1834802.0,41.702468444000004,-87.702575685,"(41.70246844378973, -87.70257568549881)",Full,10500.0,10799.0,S,SAWYER
115674,458759,458759,613365243105,DOT_PWO,DOT_PWO,12/10/2015,GenOpening,Opening in the Public Way,,,1189240.0,1854468.0,41.755712638,-87.582042431,"(41.75571263827941, -87.5820424312355)",Curblane,7643.0,7645.0,S,RIDGELAND
115693,458824,458824,61639870547,DOT_OCC,DOT_OCC,12/22/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1180003.0,1903734.0,41.891118333,-87.614384685,"(41.891118332731956, -87.61438468463062)",Full,500.0,549.0,N,LAKE SHORE
115752,459072,459072,46160720898,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1152909.0,1856574.0,41.762285641999995,-87.715134734,"(41.762285641566145, -87.71513473404809)",Full,7200.0,7259.0,S,LAWNDALE
115774,459175,459175,617807245439,DOT_PWO,DOT_PWO,12/18/2015,GenOpening,Opening in the Public Way,,,1172223.0,1914070.0,41.919657659,-87.64264844600002,"(41.91965765914688, -87.64264844599178)",Curblane,2046.0,2046.0,N,MOHAWK
115808,459307,459307,46104920303,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1156808.0,1911898.0,41.914023951,-87.69934628,"(41.9140239506444, -87.69934627952624)",Full,1800.0,1899.0,N,FRANCISCO
115878,459551,459551,618218245689,DOT_PWO,DOT_PWO,12/23/2015,GenOpening,Opening in the Public Way,,,1173790.0,1906549.0,41.898986004,-87.63711651700001,"(41.898986003545176, -87.63711651679387)",Curblane,901.0,929.0,N,ORLEANS
115888,459585,459585,45794516955,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1176889.0,1831046.0,41.691728724,-87.62800844799999,"(41.69172872390003, -87.62800844762957)",Full,200.0,299.0,W,111TH
115908,459716,459716,618544245771,DOT_PWO,DOT_PWO,12/23/2015,GenOpening,Opening in the Public Way,,,1167023.0,1943900.0,42.001624451,-87.66089553,"(42.00162445069301, -87.66089553005129)",Curblane,6550.0,6578.0,N,SHERIDAN
115941,459836,459836,45640315384,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1185892.0,1840202.0,41.716644392,-87.59476019600002,"(41.716644391690956, -87.59476019562351)",Full,9800.0,9899.0,S,WOODLAWN
115949,459860,459860,45928318386,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1158224.0,1929503.0,41.962305146999995,-87.693662742,"(41.96230514689836, -87.69366274237397)",Full,2600.0,2699.0,W,AGATITE
115982,460016,460016,45809317106,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1165969.0,1935990.0,41.979941654,-87.664998641,"(41.97994165376496, -87.6649986412548)",Full,5400.0,5499.0,N,GLENWOOD
116001,460095,460095,614465243895,DOT_PWO,DOT_PWO,12/14/2015,GenOpening,Opening in the Public Way,04/08/2016,,1151319.0,1863243.0,41.780618591,-87.720785086,"(41.780618590707434, -87.7207850858021)",Curblane,3910.0,3910.0,W,62ND
116030,460223,460223,45880517881,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1126402.0,1923077.0,41.945262931,-87.81080378600002,"(41.945262930722045, -87.81080378605579)",Full,3600.0,3699.0,N,ODELL
116052,460316,460316,46090520148,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1163878.0,1834286.0,41.700900359,-87.67555615399998,"(41.70090035881659, -87.67555615438512)",Full,10600.0,10698.0,S,HAMILTON
116071,460407,460407,616193244703,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1150974.0,1895721.0,41.869750036999996,-87.721201382,"(41.86975003656414, -87.72120138175131)",Curblane,3823.0,3823.0,W,ARTHINGTON
116100,460511,460511,45707216054,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/14/2015,,1167702.0,1921097.0,41.93903887,-87.65905616100002,"(41.939038869678505, -87.65905616092317)",Full,1200.0,1299.0,W,FLETCHER
116116,460578,460578,45685515834,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1159645.0,1925869.0,41.952302729,-87.68853882299999,"(41.95230272852813, -87.68853882345792)",Full,2400.0,2480.0,W,BYRON
116126,460619,460619,617277245168,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1157019.0,1913944.0,41.919633795,-87.698515249,"(41.91963379513388, -87.69851524867477)",Curblane,2101.0,2101.0,N,MOZART
116159,460766,460766,45742416425,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1163324.0,1890117.0,41.854119831999995,-87.676019671,"(41.854119832466814, -87.6760196708425)",Full,2000.0,2099.0,W,21ST
116201,460915,460915,46204621383,DOT_SE,DOT_SE,09/25/2015,BlockParty,Block Party,09/26/2015,,1176819.0,1833700.0,41.699010795999996,-87.628186087,"(41.69901079598963, -87.62818608658469)",Full,200.0,299.0,W,107TH
116249,461136,461136,45708416066,DOT_SE,DOT_SE,05/30/2015,BlockParty,Block Party,05/31/2015,,1168485.0,1896805.0,41.87236318,-87.65688504299999,"(41.872363179774304, -87.656885043176)",Full,1200.0,1299.0,W,LEXINGTON
116293,461303,461303,45778516788,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1136625.0,1866767.0,41.790563674,-87.77457411399998,"(41.790563674112704, -87.7745741139471)",Full,5600.0,5699.0,S,MEADE
116351,461531,461531,45735016347,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1173822.0,1845876.0,41.732490696999996,-87.63879919799999,"(41.73249069749132, -87.63879919815054)",Full,8900.0,8999.0,S,WALLACE
116474,462016,462016,46070219915,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1169777.0,1872183.0,41.804769718,-87.652857056,"(41.804769718439154, -87.65285705619976)",Full,4900.0,4999.0,S,ABERDEEN
116488,462058,462058,614198243662,DOT_PWO,DOT_PWO,12/14/2015,GenOpening,Opening in the Public Way,,,1178598.0,1879714.0,41.825238845,-87.62027594899997,"(41.825238844545204, -87.62027594859408)",Curblane,3811.0,3811.0,S,PRAIRIE
116491,462069,462069,613120242951,DOT_PWO,DOT_PWO,12/10/2015,GenOpening,Opening in the Public Way,,,1166761.0,1831663.0,41.693642796999995,-87.665072486,"(41.693642797399725, -87.66507248635241)",Curblane,1725.0,1725.0,W,CHELSEA
116555,462330,462330,46000519158,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1152906.0,1904405.0,41.893541675,-87.713879745,"(41.89354167522975, -87.71387974499144)",Full,3501.0,3599.0,W,HURON
116560,462372,462372,45752716530,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1137465.0,1930384.0,41.965120832,-87.769961814,"(41.96512083245788, -87.76996181426526)",Full,5700.0,5799.0,W,EASTWOOD
116614,462596,462596,46039619587,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1155216.0,1832746.0,41.696853202,-87.707311711,"(41.69685320226708, -87.70731171059504)",Full,10800.0,10899.0,S,TRUMBULL
116645,462708,462708,45638815369,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1133220.0,1938189.0,41.986613802,-87.785386775,"(41.98661380233867, -87.78538677488804)",Full,5800.0,5899.0,N,MOBILE
116706,462991,462991,45906918163,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1140899.0,1941325.0,41.995082804,-87.757067795,"(41.995082803592354, -87.75706779524636)",Full,6300.0,6399.0,N,LEROY
116712,463022,463022,46164820945,DOT_SE,DOT_SE,08/30/2015,BlockParty,Block Party,08/31/2015,,1165566.0,1880818.0,41.828555112,-87.668054737,"(41.8285551117229, -87.66805473742322)",Full,3600.0,3699.0,S,PAULINA
116730,463091,463091,45988019011,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1139229.0,1908480.0,41.904982066,-87.764014061,"(41.904982066033526, -87.76401406087841)",Full,5500.0,5555.0,W,KAMERLING
116776,463300,463300,46036619550,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1155228.0,1917827.0,41.93032572,-87.704990221,"(41.93032571954083, -87.70499022096811)",Full,3100.0,3199.0,W,SCHUBERT
116803,463422,463422,45852417578,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/26/2015,,1170440.0,1891148.0,41.856798198,-87.64987157200001,"(41.85679819849614, -87.64987157216103)",Full,940.0,999.0,W,19TH
116806,463441,463441,46117620434,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1152834.0,1859634.0,41.770685224,-87.715327955,"(41.77068522398187, -87.71532795470911)",Full,3700.0,3759.0,W,67TH
116810,463452,463452,619349246173,DOT_PWO,DOT_PWO,12/26/2015,GenOpening,Opening in the Public Way,,,1165872.0,1878894.0,41.823269877,-87.666987255,"(41.82326987695087, -87.66698725540785)",Curblane,1638.0,1638.0,W,PERSHING
116842,463567,463567,45768516688,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1148862.0,1847796.0,41.738277597,-87.730192966,"(41.73827759735681, -87.73019296570317)",Full,8500.0,8599.0,S,KOLIN
116853,463620,463620,45694815929,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1128267.0,1935459.0,41.979209161,-87.803668784,"(41.979209161194376, -87.80366878369328)",Full,5400.0,5500.0,N,NOTTINGHAM
116896,463806,463806,46012519293,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1157687.0,1876629.0,41.817224476,-87.697077452,"(41.81722447621331, -87.69707745151791)",Full,4200.0,4299.0,S,FRANCISCO
116897,463813,463813,45727416272,DOT_SE,DOT_SE,04/25/2015,BlockParty,Block Party,04/26/2015,,1154765.0,1862959.0,41.779769939,-87.708159784,"(41.77976993937581, -87.70815978449848)",Full,6234.0,6252.0,S,HOMAN
116960,464083,464083,45851817571,DOT_SE,DOT_SE,06/19/2015,BlockParty,Block Party,06/20/2015,,1158902.0,1880995.0,41.829181159,-87.692501367,"(41.829181158850275, -87.69250136737122)",Full,3532.0,3599.0,S,WASHTENAW
116961,464084,464084,45737616373,DOT_SE,DOT_SE,05/02/2015,BlockParty,Block Party,05/03/2015,,1182521.0,1856152.0,41.760493626999995,-87.606614965,"(41.76049362664366, -87.60661496538128)",Full,732.0,799.0,E,74TH
116963,464087,464087,615649244359,DOT_PWO,DOT_PWO,12/14/2015,GenOpening,Opening in the Public Way,,,1153477.0,1883801.0,41.836989167,-87.712330917,"(41.836989167464104, -87.71233091664094)",Sidewalk,3505.0,3513.0,W,31ST
116989,464162,464162,613824243236,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1136606.0,1918269.0,41.931892058,-87.773412695,"(41.931892057882536, -87.77341269475136)",Curblane,2823.0,2825.0,N,MARMORA
117011,464250,464250,45702616008,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1135874.0,1939553.0,41.990309704,-87.77559444,"(41.990309704225695, -87.7755944401374)",Full,6000.0,6099.0,N,MARMORA
117052,464438,464438,45669715678,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1138296.0,1925076.0,41.95054014,-87.767035498,"(41.9505401400923, -87.7670354982697)",Full,5600.0,5699.0,W,BERENICE
117163,464892,464892,45871217773,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1135542.0,1939541.0,41.990285216,-87.77681694799999,"(41.99028521578833, -87.77681694782126)",Full,6000.0,6099.0,N,MASON
117209,465081,465081,615608244261,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,Y,1155038.0,1926710.0,41.954706164,-87.70544944299999,"(41.95470616358451, -87.70544944348421)",Curblane,4025.0,4025.0,N,ALBANY
117248,465220,465220,46067519888,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1168445.0,1836430.0,41.70668709,-87.658769103,"(41.70668708973764, -87.65876910277836)",Full,10300.0,10399.0,S,CHARLES
117256,465251,465251,618340245731,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1187419.0,1861578.0,41.775266296,-87.588491964,"(41.77526629560938, -87.58849196379863)",Sidewalk,1506.0,1506.0,E,MARQUETTE
117319,465498,465498,45782016823,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1124035.0,1948511.0,42.015095693,-87.818941347,"(42.01509569340417, -87.81894134733552)",Full,7400.0,7499.0,N,OVERHILL
117326,465515,465515,46194421273,DOT_SE,DOT_SE,10/24/2015,BlockParty,Block Party,10/25/2015,,1163012.0,1829301.0,41.687240428,-87.678863651,"(41.68724042846773, -87.67886365097092)",Full,2300.0,2329.0,W,113TH
117367,465699,465699,45813917153,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1182214.0,1830784.0,41.690887114,-87.60852346600002,"(41.690887113984026, -87.60852346646494)",Full,11200.0,11299.0,S,ST LAWRENCE
117374,465726,465726,45942118536,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1126356.0,1948614.0,42.015340947,-87.81040165700001,"(42.015340947149305, -87.81040165693999)",Full,7400.0,7499.0,N,ODELL
117375,465727,465727,46243021819,DOT_SE,DOT_SE,10/03/2015,BlockParty,Block Party,10/05/2015,,1163314.0,1890450.0,41.855034488,-87.676046856,"(41.85503448839159, -87.67604685587607)",Full,2000.0,2059.0,W,CULLERTON
117393,465804,465804,45820817226,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1144061.0,1926938.0,41.955544421999996,-87.745796947,"(41.95554442187196, -87.74579694669166)",Full,4100.0,4230.0,N,KILPATRICK
117411,465856,465856,5988752901,DOT_OCC,DOT_OCC,05/18/2015,StClosure,Street Closure,05/19/2015,,1176312.0,1901479.0,41.885015331999995,-87.628005773,"(41.885015332131076, -87.62800577257016)",Full,1.0,35.0,W,COUCH
117451,466018,466018,45992219056,DOT_SE,DOT_SE,07/20/2015,BlockParty,Block Party,07/21/2015,,1150441.0,1897053.0,41.873414311,-87.72312353299999,"(41.873414311142724, -87.72312353334817)",Full,600.0,699.0,S,SPRINGFIELD
117475,466131,466131,618879245835,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1166849.0,1906346.0,41.898580582,-87.66261624200001,"(41.89858058183463, -87.66261624210513)",Sidewalk,918.0,918.0,N,NOBLE
117483,466166,466166,46217221519,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1189381.0,1846303.0,41.733305058,-87.581788691,"(41.73330505765476, -87.58178869140445)",Full,8900.0,8959.0,S,RIDGELAND
117489,466202,466202,618660245817,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1148578.0,1848812.0,41.74106946,-87.73120672799999,"(41.74106946013686, -87.73120672817339)",Sidewalk,8331.0,8331.0,S,KOSTNER
117539,466409,466409,45996319109,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1141039.0,1897868.0,41.875829658,-87.757626337,"(41.875829657620045, -87.75762633686476)",Full,5300.0,5399.0,W,GLADYS
117597,466659,466659,46023719415,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1135168.0,1946440.0,42.009222607,-87.778027046,"(42.009222607068345, -87.77802704636171)",Full,7000.0,7099.0,N,MONON
117611,466718,466718,45819617211,DOT_SE,DOT_SE,06/06/2015,BlockParty,Block Party,06/07/2015,,1157944.0,1890640.0,41.855667333,-87.69575301399998,"(41.85566733337019, -87.695753013676)",Full,2800.0,2899.0,W,19TH
117621,466753,466753,615622244403,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1157803.0,1945738.0,42.00686159,-87.69476564899998,"(42.00686158963975, -87.69476564918396)",Sidewalk,2556.0,2556.0,W,MORSE
117637,466822,466822,45737316370,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1168652.0,1857391.0,41.764204473,-87.65740946,"(41.764204473365155, -87.65740946042102)",Full,1300.0,1399.0,W,71ST
117656,466906,466906,46101020262,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1147396.0,1930713.0,41.965839246,-87.733441385,"(41.96583924601534, -87.73344138478545)",Full,4700.0,4799.0,N,KELSO
117696,467056,467056,617201245105,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1166753.0,1909528.0,41.907312327,-87.662879164,"(41.90731232749328, -87.66287916426182)",Sidewalk,1408.0,1408.0,N,NOBLE
117737,467232,467232,6009302948,DOT_OCC,DOT_OCC,06/17/2015,StClosure,Street Closure,06/18/2015,,1152514.0,1900734.0,41.883474392,-87.71541842,"(41.88347439165287, -87.71541842001484)",Full,101.0,149.0,N,CENTRAL PARK
117780,467406,467406,45919618297,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1136907.0,1926703.0,41.955031373000004,-87.77210188299999,"(41.95503137267744, -87.77210188280056)",Full,4100.0,4199.0,N,MENARD
117791,467436,467436,45861517675,DOT_SE,DOT_SE,07/14/2015,BlockParty,Block Party,07/15/2015,,1150810.0,1884394.0,41.83866912,-87.72210260799999,"(41.838669119503024, -87.72210260840681)",Full,3000.0,3059.0,S,SPRINGFIELD
117885,467787,467787,617878245517,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1160326.0,1868836.0,41.795786571,-87.68761115,"(41.795786570629815, -87.68761115006336)",Sidewalk,5357.0,5357.0,S,MAPLEWOOD
117945,468057,468057,616018244551,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,01/26/2016,,1153598.0,1906864.0,41.900275463,-87.71127158600002,"(41.90027546316768, -87.7112715856516)",Curblane,3358.0,3358.0,W,GRAND
117973,468165,468165,46031319496,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1136671.0,1943932.0,42.002313742,-87.77255754299999,"(42.002313742182174, -87.77255754277456)",Full,6700.0,6799.0,N,LOLETA
118094,468582,468582,618524245808,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1130948.0,1918919.0,41.933775495999996,-87.794190273,"(41.933775495550506, -87.79419027294804)",Curblane,2935.0,2935.0,N,RUTHERFORD
118098,468589,468589,46120020462,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1131740.0,1942113.0,41.997407672,-87.790740107,"(41.99740767208896, -87.79074010702332)",Full,6401.0,6450.0,N,NASHVILLE
118100,468591,468591,46194621275,DOT_SE,DOT_SE,10/17/2015,BlockParty,Block Party,10/18/2015,,1165170.0,1838974.0,41.713738409,-87.670690441,"(41.71373840860426, -87.67069044098018)",Full,9900.0,9999.0,S,WINCHESTER
118104,468605,468605,46110120355,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1143354.0,1935896.0,41.98013852,-87.74817313,"(41.98013852042926, -87.74817312991563)",Full,4800.0,4899.0,W,CATALPA
118133,468712,468712,46054319749,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1158699.0,1888090.0,41.848653993,-87.69305039,"(41.84865399283652, -87.69305038982385)",Full,2348.0,2399.0,S,WASHTENAW
118153,468801,468801,46087020113,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1165196.0,1905893.0,41.897370993,-87.668699538,"(41.897370992896846, -87.66869953764456)",Full,844.0,884.0,N,MARSHFIELD
118155,468809,468809,45675515735,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1134226.0,1927303.0,41.95672565,-87.781943774,"(41.956725650159356, -87.78194377367174)",Full,4200.0,4300.0,N,MELVINA
118163,468862,468862,5921542648,DOT_OCC,DOT_OCC,01/30/2015,StClosure,Street Closure,01/31/2015,,1199974.0,1839335.0,41.713924081,-87.543216406,"(41.71392408137919, -87.54321640609757)",Full,3300.0,3300.0,E,100TH
