,issue_date,violation_code,geocoded_lng,geocoded_lat,street_num,street_dir,street_name,zipcode,upper_streetname,applicationfinalizeddate,applicationstartdate,latitude,longitude,streetclosure,streetnumberfrom,streetnumberto,worktype,worktypedescription
7197665,2017-08-01 13:01:00,PARKING/STANDING PROHIBITED ANYTIME,-87.6322,41.84731,2500,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7197692,2017-09-14 07:06:00,PARKING/STANDING PROHIBITED ANYTIME,-87.6322,41.84731,2500,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7727813,2016-09-08 11:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.71358,41.96868,3400,W,Lawrence Ave,60625,LAWRENCE,2016-11-05 06:53:29,2016-07-18 00:00:00,41.968292,-87.713135,Full,3300.0,3500.0,GenOpening,Opening in the Public Way
7739465,2016-09-16 03:24:00,PARKING/STANDING PROHIBITED ANYTIME,-87.71358,41.96868,3400,W,Lawrence Ave,60625,LAWRENCE,2016-11-05 06:53:29,2016-07-18 00:00:00,41.968292,-87.713135,Full,3300.0,3500.0,GenOpening,Opening in the Public Way
7739477,2016-09-29 00:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.71358,41.96868,3400,W,Lawrence Ave,60625,LAWRENCE,2016-11-05 06:53:29,2016-07-18 00:00:00,41.968292,-87.713135,Full,3300.0,3500.0,GenOpening,Opening in the Public Way
8606803,2013-03-12 11:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.633286,41.904057,1200,N,La Salle Dr,60610,LA SALLE,2014-03-01 00:02:18,2013-02-28 00:00:00,41.90281,-87.63274,Full,1100.0,1300.0,StClosure,Street Closure
8606915,2013-08-20 13:06:00,PARKING/STANDING PROHIBITED ANYTIME,-87.633286,41.904057,1200,N,La Salle Dr,60610,LA SALLE,2014-03-01 00:02:18,2013-02-28 00:00:00,41.90281,-87.63274,Full,1100.0,1300.0,StClosure,Street Closure
8607013,2013-10-15 13:08:00,PARKING/STANDING PROHIBITED ANYTIME,-87.633286,41.904057,1200,N,La Salle Dr,60610,LA SALLE,2014-03-01 00:02:18,2013-02-28 00:00:00,41.90281,-87.63274,Full,1100.0,1300.0,StClosure,Street Closure
8607027,2013-10-15 13:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.633286,41.904057,1200,N,La Salle Dr,60610,LA SALLE,2014-03-01 00:02:18,2013-02-28 00:00:00,41.90281,-87.63274,Full,1100.0,1300.0,StClosure,Street Closure
8831126,2016-06-18 14:18:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8831132,2016-06-21 07:25:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8831150,2016-06-27 14:38:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8831152,2016-06-27 16:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8831160,2016-06-29 14:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8831162,2016-06-29 14:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8832390,2016-06-28 16:21:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.900085,2,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838432,2016-06-08 11:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838444,2016-06-09 11:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838468,2016-06-15 06:24:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838472,2016-06-15 10:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838474,2016-06-15 11:16:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838482,2016-06-16 11:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838506,2016-06-18 19:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838538,2016-06-21 09:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838554,2016-06-21 19:55:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838564,2016-06-22 11:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838570,2016-06-22 19:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838576,2016-06-23 11:00:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838578,2016-06-23 11:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838616,2016-06-27 11:00:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838660,2016-07-01 12:39:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838676,2016-07-02 17:22:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838680,2016-07-03 10:30:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838682,2016-07-03 13:54:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838684,2016-07-03 13:59:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
8838688,2016-07-04 10:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62829,41.899788,1,E,Walton St,60611,WALTON,2016-07-05 12:10:31,2016-06-08 00:00:00,41.90007,-87.62696,Full,0.0,100.0,WorkInAdv,Work in Advance
9751074,2013-08-18 22:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.55202,41.754753,7800,S,South Shore Dr,60649,SOUTH SHORE,2013-08-24 00:03:11,2013-07-05 00:00:00,41.766193,-87.56291,Full,7100.0,7900.0,StClosure,Street Closure
9751764,2013-07-05 17:23:00,PARKING/STANDING PROHIBITED ANYTIME,-87.55202,41.754753,7800,S,South Shore Dr,60649,SOUTH SHORE,2013-08-24 00:03:11,2013-07-05 00:00:00,41.766193,-87.56291,Full,7100.0,7900.0,StClosure,Street Closure
9752509,2013-08-11 20:22:00,PARKING/STANDING PROHIBITED ANYTIME,-87.55904,41.76203,7400,S,South Shore Dr,60649,SOUTH SHORE,2013-08-24 00:03:11,2013-07-05 00:00:00,41.766193,-87.56291,Full,7100.0,7900.0,StClosure,Street Closure
9752819,2013-07-07 23:55:00,PARKING/STANDING PROHIBITED ANYTIME,-87.56087,41.76374,7300,S,South Shore Dr,60649,SOUTH SHORE,2013-08-24 00:03:11,2013-07-05 00:00:00,41.766193,-87.56291,Full,7100.0,7900.0,StClosure,Street Closure
9752824,2013-07-21 02:38:00,PARKING/STANDING PROHIBITED ANYTIME,-87.56087,41.76374,7300,S,South Shore Dr,60649,SOUTH SHORE,2013-08-24 00:03:11,2013-07-05 00:00:00,41.766193,-87.56291,Full,7100.0,7900.0,StClosure,Street Closure
11533025,2016-05-04 11:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533028,2018-01-19 10:16:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533034,2016-06-09 14:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533058,2017-01-11 14:07:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533064,2017-02-22 13:16:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533070,2016-10-25 14:25:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533076,2016-10-27 16:18:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533079,2016-10-27 16:21:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533088,2017-04-18 07:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533100,2016-11-14 13:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533103,2016-11-15 13:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533106,2017-05-03 09:25:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533109,2017-05-10 12:11:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533112,2016-12-29 14:34:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533115,2017-06-07 09:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533118,2017-06-07 09:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533121,2017-08-30 13:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533124,2017-08-30 13:46:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533127,2017-10-03 12:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533184,2016-04-13 00:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533187,2016-04-29 17:26:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533202,2016-06-23 15:54:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533205,2016-06-23 15:56:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533220,2017-01-08 01:54:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533223,2017-01-09 11:30:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533235,2016-10-01 08:55:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533241,2017-05-16 03:02:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
11533247,2016-06-21 20:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63814,41.93426,2900,N,Commonwealth Ave,60657,COMMONWEALTH,2018-05-10 11:33:07,2016-04-11 00:00:00,41.933002,-87.63811,Full,2800.0,3000.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
12632754,2017-09-29 09:58:00,PARKING/STANDING PROHIBITED ANYTIME,-87.72296,41.954033,4000,N,Hamlin Ave,60618,HAMLIN,2018-04-05 15:11:48,2016-07-28 00:00:00,41.953636,-87.722565,Full,3900.0,4100.0,GenOpening,Opening in the Public Way
12747688,2015-12-26 10:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.6492,41.938286,3100,N,Halsted St,60657,HALSTED,2016-01-13 09:14:00,2015-12-25 00:00:00,41.936447,-87.64929,Full,3000.0,3800.0,Festival,Festival
13135373,2017-06-16 11:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.599945,41.792206,1100,E,57th St,60637,57TH,2017-06-26 09:29:50,2017-06-06 00:00:00,41.7915,-87.60146,Full,900.0,1200.0,Festival,Festival
13135393,2017-06-16 12:38:00,PARKING/STANDING PROHIBITED ANYTIME,-87.599945,41.792206,1100,E,57th St,60637,57TH,2017-06-26 09:29:50,2017-06-06 00:00:00,41.7915,-87.60146,Full,900.0,1200.0,Festival,Festival
13135413,2017-06-20 12:31:00,PARKING/STANDING PROHIBITED ANYTIME,-87.599945,41.792206,1100,E,57th St,60637,57TH,2017-06-26 09:29:50,2017-06-06 00:00:00,41.7915,-87.60146,Full,900.0,1200.0,Festival,Festival
13849640,2017-06-19 11:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.603775,41.78787,900,E,59th St,60637,59TH,2017-06-26 09:29:50,2017-06-06 00:00:00,41.787556,-87.62058,Full,200.0,1600.0,Festival,Festival
13849647,2017-06-23 12:06:00,PARKING/STANDING PROHIBITED ANYTIME,-87.603775,41.78787,900,E,59th St,60637,59TH,2017-06-26 09:29:50,2017-06-06 00:00:00,41.787556,-87.62058,Full,200.0,1600.0,Festival,Festival
13993165,2014-08-09 15:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62448,41.74927,2,E,80th St,60619,80TH,2014-08-10 00:01:52,2014-08-09 00:00:00,41.74906,-87.621735,Full,0.0,100.0,BlockParty,Block Party
14201671,2016-01-27 02:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.676735,41.972614,5000,N,Wolcott Ave,60640,WOLCOTT,2016-03-28 14:14:03,2016-01-12 00:00:00,41.96889,-87.67606,Full,4800.0,5100.0,StClosure,Street Closure
14337307,2018-04-08 19:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387107,2018-02-02 13:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387431,2018-04-17 17:18:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387491,2018-04-27 12:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387503,2018-05-01 10:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387515,2018-05-01 10:58:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387527,2018-05-02 13:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14387623,2018-05-14 07:46:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388235,2017-08-04 11:03:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388247,2017-08-04 13:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388259,2017-10-04 13:14:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388271,2017-11-15 09:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388283,2017-12-05 14:04:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14388307,2017-12-13 12:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14396923,2018-01-26 15:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14396959,2018-02-02 15:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14396995,2018-02-07 15:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14397007,2018-02-08 15:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14397019,2018-02-08 15:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
14397043,2018-02-09 15:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.629814,41.886032,200,N,Dearborn St,60601,DEARBORN,2018-06-05 10:28:28,2017-07-22 00:00:00,41.88325,-87.62958,Full,100.0,400.0,Festival,Festival
